index,STATE,CANDIDATE,OFFICE,DISTRICT,TOTAL AMOUNT,PAYEE 1,PAYEE AMOUNT 1,PAYEE 2,PAYEE AMOUNT 2,PAYEE 3,PAYEE AMOUNT 3,PAYEE 4,PAYEE AMOUNT 4,PAYEE 5,PAYEE AMOUNT 5,PAYEE 6,PAYEE AMOUNT 6,PAYEE 7,PAYEE AMOUNT 7,PAYEE 8,PAYEE AMOUNT 8,PAYEE 9,PAYEE AMOUNT 9,PAYEE 10,PAYEE AMOUNT 10,CATEGORY 1,CATEGORY AMOUNT 1,CATEGORY 2,CATEGORY AMOUNT 2,CATEGORY 3,CATEGORY AMOUNT 3,CATEGORY 4,CATEGORY AMOUNT 4,CATEGORY 5,CATEGORY AMOUNT 5,CATEGORY 6,CATEGORY AMOUNT 6,CATEGORY 7,CATEGORY AMOUNT 7,CATEGORY 8,CATEGORY AMOUNT 8,CATEGORY 9,CATEGORY AMOUNT 9,CATEGORY 10,CATEGORY AMOUNT 10
38,MD,Christopher Van Hollen,U.S. Senate,Jr,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0
39,MA,Edward J. Markey,U.S. Senate,Jr,12252279.68,Grassroots Media,3049085.43,Automatic Data Processing (ADP) (Payroll),2423683.6900000004,Aisle 518 Strategies,1138193.31,Deliver Strategies,378084.18000000005,Bank Of America,347077.26000000007,Walsh Strategies,322500.0,Magnus Pearson Media,200265.0,ActBlue,198368.1,Regus Management Group,169665.57,Commonwealth Health Insurance,161876.54,Salary & Payroll,3590447.88,Media & Ads,3409126.99,Digital Advertising,1152725.89,Campaign Consulting,600535.6,Payroll Tax,581117.7399999999,Credit Card Payment & Bank Fees,377822.59,Credit Card Processing Fees,314180.87,Office Expenses,281879.68999999994,Fundraising & Fundraising Consulting,265411.18,Accounting & Financial Management,184809.73
40,MA,Elizabeth Ann Warren,U.S. Senate,Sr,13935131.79,Bully Pulpit Interactive,2122197.89,Rapid Returns,1697797.78,Paychex (Payroll Tax),997409.0,American Express (Amex),763690.0399999999,Grunwald Communications,454019.76,Blue State,432537.8500000001,Verdolino & Lowey Pc,419071.81,Perkins Coie,316234.66000000003,United Healthcare,291702.22000000003,ActBlue,212855.01,Salary & Payroll,2357478.39,Digital Advertising,2159446.48,Direct Mail,1843049.01,Payroll Tax,1020325.43,Credit Card Payment & Bank Fees,796283.27,Media & Ads,669174.6099999999,Software & Technology,628795.81,"PR, Communications, & Marketing",598294.79,Travel & Lodging,536888.02,Office Expenses,495514.35
41,MI,Gary C. Peters,U.S. Senate,Jr,47250401.5,Screen Strategies Media,35383682.0,Skdknickerbocker LLC,2766764.0,Anne Lewis Strategies,1894080.23,ActBlue,1257356.17,Payroll Data Processing (Payroll),895631.7,Winning Connections,717958.17,Prolist,615221.47,Avis,590014.76,Greenberg Quinlan Rosner Research,402177.72,Linemark Printing,281102.46,Media & Ads,38196739.8,Digital & Social Media Consulting,1894080.23,Salary & Payroll,1510874.29,Credit Card Processing Fees,1357062.2799999998,Printing,987528.4,"PR, Communications, & Marketing",721958.17,Travel & Lodging,625047.3699999999,Polling & Research,402177.72,Fundraising & Fundraising Consulting,298494.38,Direct Mail,281342.54000000004
42,MI,Debbie Ann Stabenow,U.S. Senate,Sr,14012021.13,Screen Strategies Media,8911018.0,Rehmann Robson,731123.72,Groundswell Public Strategies Inc (GPS Impact),463444.0,Greenberg Quinlan Rosner Research,386613.86,Avis,323411.6,Rapid Returns,301445.2,First Financial Bank,251937.23,The Selden Group,246995.00000000003,Internal Revenue Service (IRS) (Payroll Tax),228021.11000000004,Godfrey Wise Berg,164591.62,Media & Ads,8915880.54,Salary & Payroll,1254588.2000000002,Fundraising & Fundraising Consulting,581593.7100000002,Digital Advertising,479130.34,Travel & Lodging,462453.36,Payroll Tax,394936.11,Polling & Research,386963.86,Direct Mail,301445.2,Credit Card Payment & Bank Fees,293582.13,Meals & Catering,144669.13
43,MN,Amy Jean Klobuchar,U.S. Senate,Sr,7396590.33,Canal Partners Media,2204472.0700000003,Rapid Returns,916745.12,Cardmember Service/Card Service Center,384126.45000000007,Rising Tide Interactive,367492.84,New Partners Consulting,313344.85,Campaign Finance Consultants,310473.85000000003,Automatic Data Processing (ADP) (Payroll Tax),266171.39,Grunwald Communications,186453.68,Joseph Radosevich,121737.32,Seven Corners Printing,107307.40000000002,Media & Ads,2525254.04,Direct Mail,936496.5,Salary & Payroll,596032.37,Printing,513725.75,Credit Card Payment & Bank Fees,464963.98,Digital Advertising,384979.69,Fundraising & Fundraising Consulting,343973.85000000003,Payroll Tax,274130.39,Travel & Lodging,216723.48,Meals & Catering,195473.62
44,MN,Tina Smith,U.S. Senate,Jr,14373943.53,Screen Strategies Media,7887535.0,Automatic Data Processing (ADP) (Payroll),1802810.16,Authentic Campaigns,555460.0,Eichenbaum Skinner Strategies,513430.78,Prolist,307142.80000000005,ActBlue,223177.47,Schimanski & Associates,217496.11,Greenberg Quinlan Rosner Research,206615.68,CHS Mailing,194837.54,Linemark Printing,190670.68,Media & Ads,8588443.0,Salary & Payroll,2293411.59,Printing,713656.39,Compliance Services,603460.0,Payroll Tax,444641.46,Credit Card Processing Fees,336277.9,Direct Mail,281275.86,Fundraising & Fundraising Consulting,217496.11,Polling & Research,206615.68,Campaign Consulting,205123.17
45,MS,Cindy Hyde-Smith,U.S. Senate,Jr,2689188.14,Maggie Clark Media Services,1378902.81,Ring Limited,322966.15,Triumph Campaigns,193060.44000000003,Targeted Victory,84864.95999999999,American Express (Amex),55670.37,Frontier Strategies,52317.68,The Eh Murray Group,51834.37,Tarrence Group,51124.0,Politicap,50571.08,Stephens Printing,46131.98,Media & Ads,1874330.39,Campaign Consulting,128667.91999999998,Credit Card Processing Fees,115560.52,Campaign Signs & Paraphernalia,94413.37,Polling & Research,92600.0,Accounting & Financial Management,57603.51,Credit Card Payment & Bank Fees,56869.48,Direct Mail,52408.97,Printing,34706.780000000006,Compliance Services,30635.84
46,MS,Roger F. Wicker,U.S. Senate,Sr,4941295.7700000005,Medium Buying,2313334.5300000003,Harris Media,344198.89,Triumph Campaigns,240782.88,Cardmember Service/Card Service Center,217899.69000000003,Shq,158377.84,Redprint Strategy,153900.0,Redshift Strategy,129000.0,The Eh Murray Group,112601.25,The Hederman Group,92722.32,Pv Campaigns,85990.73000000001,Media & Ads,2993625.91,Campaign Consulting,471098.89,Fundraising & Fundraising Consulting,423246.93000000005,Credit Card Payment & Bank Fees,234951.17000000004,Travel & Lodging,203692.55,Meals & Catering,129904.88999999998,General Operations & Supplies,96700.53,Salary & Payroll,62717.8,Campaign Signs & Paraphernalia,49991.05,Polling & Research,40268.0
47,MO,Roy Blunt,U.S. Senate,Sr,13819554.510000002,Thompson Communications,8020845.71,Targeted Victory,1617080.3099999998,Williams Keepers Cpa,787160.38,Visa,302140.36,American Viewpoint,205887.91,The Lukens Company,158852.65,Statehouse Strategies,142000.0,Capital Enhancement,116024.92,Enterprise,114795.01,Willard Rebecca,98565.67,"PR, Communications, & Marketing",8125457.74,Credit Card Processing Fees,1643534.53,Salary & Payroll,1488362.81,Credit Card Payment & Bank Fees,517616.4600000001,Travel & Lodging,407051.78,Event Expenses,258366.42,Polling & Research,205887.91,Meals & Catering,192229.79,Direct Mail,164041.14,General Operations & Supplies,163248.6
48,MO,Joshua David Hawley,U.S. Senate,Jr,11075345.72,OnMessage,7379290.45,Kirstin Hopkins,317653.88,SCM Associates,283590.71,Capital Enhancement,225168.49,Anedot,220853.88,First Bank,197442.48000000004,Kyle Plotkin,173440.38,First Tuesday,124816.08000000002,The Laymont Group,117609.63,Bradley Patrick Group,113747.71,Media & Ads,6695019.14,Fundraising & Fundraising Consulting,593143.58,Travel & Lodging,561127.8200000001,Salary & Payroll,487326.75,Credit Card Processing Fees,422654.6399999999,Website Services,288132.25,Direct Mail,283590.71,Polling & Research,244975.11,"PR, Communications, & Marketing",207616.08,Credit Card Payment & Bank Fees,203333.60000000003
49,MT,Steve Daines,U.S. Senate,Jr,28755853.96,FP1 Strategies,18039630.64,Connell Donatelli,4442330.0,Campaign Solutions,1936290.97,Allegiance Direct,1041180.63,AT&T,283624.26,Moore Information Group,281240.0,Jet Financial Services,268600.0,Ascension,175000.0,Standard Consulting,164806.41,Special Projects,125534.02,Media & Ads,17672009.470000003,Digital Advertising,4912543.99,Digital & Social Media Consulting,1936290.97,Direct Mail,1126546.61,Travel & Lodging,451807.83,General Operations & Supplies,336221.44999999995,Utilities,294568.18,Polling & Research,281240.0,Contribution & Donation,230542.06,Fundraising & Fundraising Consulting,215600.23
50,MT,Jon Tester,U.S. Senate,Sr,19883160.74,Screen Strategies Media,10115314.0,Well & Lighthouse,2786971.72,Paychex (Payroll),1316771.2400000002,Mastercard,596116.9000000001,Kully Struble,524536.6799999999,Authentic Campaigns,430232.06,Wilke Communications,382962.0,ActBlue,226209.28,Chraca Friedman Group,217550.0,Mscr LLC,205514.38,Media & Ads,10804564.27,Compliance Services,3284561.43,Salary & Payroll,1871707.41,Credit Card Payment & Bank Fees,655515.56,Payroll Tax,414169.0200000001,Travel & Lodging,387554.46,Direct Mail,383212.78,"PR, Communications, & Marketing",359038.41000000003,Fundraising & Fundraising Consulting,301778.13,Credit Card Processing Fees,291446.44
51,NE,Debra Fischer,U.S. Senate,Sr,4640433.51,Strategic Media Services,2200799.03,Nebraska Republican Party,320550.0,Hines Digital,229011.0,Winfrey & Co,159516.65000000002,First National Bank Omaha,143542.70999999996,United States (US) Treasury,106629.51,The Endicott Group,93190.82,Allison Bedell,92212.69,Winco Fundraising,68496.06999999999,The Baker Group,67500.0,Media & Ads,2363184.13,Printing,394025.45,Salary & Payroll,310517.48,Fundraising & Fundraising Consulting,257190.56,"PR, Communications, & Marketing",215161.45,Accounting & Financial Management,156525.82,Credit Card Payment & Bank Fees,143750.16999999998,General Operations & Supplies,118342.57,Credit Card Processing Fees,112958.74,Payroll Tax,99228.35
52,NE,Ben Sasse,U.S. Senate,Jr,3604758.73,Flexpoint Media,513922.0,Victory Phones,298949.74,Advictory,276000.0,Automatic Data Processing (ADP) (Payroll),274191.54,Nebraska Republican Party,265700.0,LVH Consulting,223080.98,American Express (Amex),217058.23,Strategic Perception,150466.91999999998,Storytellers Group,104836.4,Jbest & Co,91069.5,Media & Ads,684317.3,Salary & Payroll,480013.09,Utilities,310802.00000000006,Printing,307342.82,Campaign Consulting,284203.92,Digital Advertising,278574.97,Credit Card Payment & Bank Fees,271111.78,Fundraising & Fundraising Consulting,175231.24000000002,"PR, Communications, & Marketing",166171.12999999998,Direct Mail,165500.64
53,NV,Catherine Cortez Masto,U.S. Senate,Sr,16708554.12,Shorr Johnson Magnus,8209314.22,Well & Lighthouse,1473079.56,Payroll Data Processing (Payroll),1456070.34,Magnus Pearson Media,1147394.24,Anne Lewis Strategies,492129.58,Stones Phones,343008.58,ActBlue,321792.69,American Express (Amex),191847.43,Hart Research Associates,180315.0,Ams Communications,152302.51,Media & Ads,9696277.11,Salary & Payroll,1986963.67,Compliance Services,1563986.0999999996,Digital & Social Media Consulting,492129.58,Credit Card Processing Fees,445871.02,Payroll Tax,383211.55,Utilities,345527.59,Printing,258056.32,Direct Mail,235411.50000000003,Polling & Research,201315.0
54,NV,Jacklyn S. Rosen,U.S. Senate,Jr,25340608.5,Buying Time Media,16598457.84,Rising Tide Interactive,1948949.43,Payroll Data Processing (Payroll),1448936.86,Anne Lewis Strategies,873845.79,Rapid Returns,680011.22,ActBlue,629601.3799999999,Mvar Media,580214.0,Global Strategy Group,269255.17,American Express (Amex),182157.12,Daniel Kazin,138648.42,Media & Ads,17290626.48,Salary & Payroll,1964937.84,Digital Advertising,1955779.69,Digital & Social Media Consulting,873845.79,Credit Card Processing Fees,694781.17,Direct Mail,680011.22,Payroll Tax,367426.73,Polling & Research,307873.49999999994,Fundraising & Fundraising Consulting,276299.56,Credit Card Payment & Bank Fees,195430.21
55,NH,Margaret Wood Hassan,U.S. Senate,Jr,10912583.21,GMMB,6626411.83,Rapid Returns,545929.43,Avis,483375.0,Greenberg Quinlan Rosner Research,292478.71,Paychex (Payroll Tax),290694.71,Gmbb,237312.0,ActBlue,216467.83,Sierra Club Political Committee,140388.30000000002,Bully Pulpit Interactive,139643.18,Anne Lewis Strategies,105299.0,Media & Ads,6929713.53,Salary & Payroll,743927.05,Travel & Lodging,718932.7500000002,Direct Mail,557773.15,Polling & Research,292478.71,Payroll Tax,290694.71,Credit Card Processing Fees,282551.26,Fundraising & Fundraising Consulting,185061.02,Digital Advertising,163944.31000000003,Meals & Catering,130950.37
56,NH,Jeanne Shaheen,U.S. Senate,Sr,14647034.0,Canal Partners Media,7850316.0,Rising Tide Interactive,2339193.31,Chapman Cubine And Hussey,888545.74,Anne Lewis Strategies,495899.13,Paychex (Payroll Tax),350328.34,Grunwald Communications,323220.9,ActBlue,248250.51,Berger Hirschberg Strategies,174396.43999999997,Evans & Katz,161954.66,Greenberg Quinlan Rosner Research,143866.33000000002,Media & Ads,8201871.52,Digital Advertising,2368490.37,"PR, Communications, & Marketing",891286.4,Salary & Payroll,798942.96,Digital & Social Media Consulting,495899.13,Payroll Tax,353915.41,Credit Card Processing Fees,334943.91000000003,Fundraising & Fundraising Consulting,323057.68,Compliance Services,161954.66,Polling & Research,143866.33000000002
57,NJ,Cory A. Booker,U.S. Senate,Jr,3833653.92,Primepay,698484.78,Authentic Campaigns,377000.0,American Express (Amex),197070.61,Capitol Compliance Associates,180779.58,Run The World,153069.25,ActBlue,137126.3,Custom Payroll Services,116345.8,Samantha L Schepps,90926.01,Anne Sciaino,86671.51000000001,New Blue Interactive,85923.18,Salary & Payroll Processing Fees,700956.7399999999,Salary & Payroll,657571.1100000001,Compliance Services,557779.58,Credit Card Processing Fees,290868.96,Campaign Consulting,268818.0,Digital Advertising,260613.14,Credit Card Payment & Bank Fees,222268.79,Fundraising & Fundraising Consulting,189249.93,Travel & Lodging,148741.95,Legal Services,81917.42
58,NJ,Robert Menendez,U.S. Senate,Sr,11375467.04,4Cm&M,7675734.0,Message & Media,768093.0,McDermott Will & Emery LLP,332868.7,Benenson Strategy Group,297395.0,Perkins Coie,253479.04000000004,Chase,186212.36,Royal Printing Service,160484.2,Renaissance Campaign Strategies,114160.3,Groundswell Public Strategies Inc (GPS Impact),109606.55,Media Fortitude Partners,100000.0,Media & Ads,8440585.7,Legal Services,590067.74,Campaign Consulting,452649.53,Digital Advertising,302893.59,Credit Card Payment & Bank Fees,246803.9,Fundraising & Fundraising Consulting,202800.0,Printing,163354.7,Travel & Lodging,162260.37,Salary & Payroll,148926.37,"PR, Communications, & Marketing",131833.37
59,NM,Martin Trevor Heinrich,U.S. Senate,Jr,5300182.37,Left Hook,3233809.32,Fulkerson Kennedy And Company,230037.76,The Payroll Company,210611.37,Bradley Elkins,164590.46999999997,Steven Fitzer,164306.55000000002,GBAO Strategies,117750.0,New Blue Interactive,105002.5,Burdick Consulting Group,78755.3,Lindsey Miller,67343.15999999999,Amanda Ach,47106.13,Media & Ads,3265601.22,Salary & Payroll,459868.43,Fundraising & Fundraising Consulting,242631.98,Travel & Lodging,198003.49,Payroll Tax,192974.85,Polling & Research,117750.0,Digital Advertising,112330.69999999998,General Operations & Supplies,90408.2,Political Funds & Groups,83000.0,Printing,77322.68
60,NM,Ben Ray Lujan,U.S. Senate,Sr,7800241.32,Sage Media,3899016.97,Payroll Data Processing (Payroll),675959.66,Sapphire Strategies,475680.0,Sena Kozar Strategies,351748.84,American Express (Amex),280276.08,GBAO Strategies,248700.0,Elections In Motion,170898.97999999998,Aj Strategies,160192.81,Mba Consulting Group,155645.33,ActBlue,144910.22,Media & Ads,4255575.069999999,Salary & Payroll,850710.0800000001,Digital Advertising,485401.33,Fundraising & Fundraising Consulting,284108.09,Credit Card Payment & Bank Fees,284001.30999999994,Polling & Research,248700.0,Payroll Tax,226296.02,Credit Card Processing Fees,205649.34,Campaign Consulting,196024.08,Compliance Services,155645.33
61,NY,Kirsten E. Gillibrand,U.S. Senate,Jr,5960414.87,Anne Lewis Strategies,2456537.41,American Express (Amex),501212.15,Automatic Data Processing (ADP) (Payroll Tax),320509.62,Anne Lewis Tegies,192900.0,ActBlue,180249.93,Verdolino & Lowey Pc,132518.56,Infogroup,119994.19,Stefanie Conahan,114062.84999999998,Avis,112511.83,Emily Berman,97455.77,Digital & Social Media Consulting,2458024.48,Salary & Payroll,664348.9099999999,Credit Card Payment & Bank Fees,508365.79,Travel & Lodging,402420.03,Payroll Tax,320509.62,Credit Card Processing Fees,221383.27,"PR, Communications, & Marketing",192900.0,Direct Mail,183494.19,Accounting & Financial Management,140018.56,Software & Technology,137107.76
62,NY,Charles Ellis Schumer,U.S. Senate,Sr,13563416.52,Johnson Magnus,6532846.5,Trilogy Interactive,2683142.99,Johnson Shorr Shorr,1012036.97,Unitemized Expense/Unknown,584969.42,Paychex (Payroll),535963.49,United States (US) Treasury,309969.0,American Express (Amex),261019.23,Magnus Shorr,204955.11,Nicholas Kutryb,151567.24000000005,Flanagan Fulkerson & Company,134447.26,Media & Ads,8453719.870000003,Digital & Social Media Consulting,2683142.99,Salary & Payroll,619127.46,Taxes,309369.0,Credit Card Payment & Bank Fees,263264.48,Payroll Tax,167745.62,Meals & Catering,142215.97,Fundraising & Fundraising Consulting,140947.26,"PR, Communications, & Marketing",123935.63999999998,Office Expenses,101058.91000000002
63,NC,Richard M. Burr,U.S. Senate,Sr,12402386.09,National Media Research Planning & Placement,9273084.0,Targeted Victory,527974.8200000001,Capitol Communications,237306.4,H2 Capital Consulting,225378.54,Macon Consulting,211948.75,LVH Consulting,200013.1,Chatham Light Media,114633.3,BB&T Financial,110569.5,Targated Victory,105500.0,Eftps Electronic Federal Tax Payment System,94542.97,Media & Ads,9432187.62,Credit Card Processing Fees,570723.6799999999,"PR, Communications, & Marketing",304235.91000000003,Salary & Payroll,300546.36000000004,Credit Card Payment & Bank Fees,262743.01,Campaign Consulting,200356.16,Fundraising & Fundraising Consulting,186620.96,Travel & Lodging,171316.49,Meals & Catering,169323.79,Payroll Tax,123492.75
64,NC,Thomas Roland Tillis,U.S. Senate,Jr,21133000.24,OnMessage,13950790.87,Win Red,1414901.19,Flexpoint Media,1398232.72,Campaign Inbox,978394.33,H2 Capital Consulting,422717.6,Capitol Communications,245191.93,Cm&Co,213745.34000000003,Lucy Croxton Consulting,213101.9,Public Opinion Strategies,195450.0,Highwood Capital,162128.61,Media & Ads,15366102.66,Credit Card Processing Fees,2436310.64,Fundraising & Fundraising Consulting,566075.83,Credit Card Payment & Bank Fees,429147.45,Salary & Payroll,389176.36,"PR, Communications, & Marketing",349726.62,Direct Mail,228876.45,Accounting & Financial Management,213745.34000000003,Polling & Research,199264.01,Payroll Tax,182751.48000000004
