STATE,NAME,ASSOCIATED QUERY,OFFICE,DISTRICT,ELECTION YEAR
CA,BRIAN MAIENSCHEIN,MAIENSCHEIN FOR ASSEMBLY ,STATE ASSEMBLY,77,2020.0
CA,DEVON JOHN MATHIS,DEVON MATHIS FOR ASSEMBLY ,STATE ASSEMBLY,26,2020.0
CA,CHAD MAYES,CHAD MAYES FOR ASSEMBLY ,STATE ASSEMBLY,42,2020.0
CA,KEVIN MCCARTY,MCCARTY FOR ASSEMBLY ,STATE ASSEMBLY,7,2020.0
CA,MIKE MCGUIRE,MIKE MCGUIRE FOR STATE SENATE ,STATE SENATE,2,2018.0
CA,JOSE MEDINA,JOSE MEDINA FOR ASSEMBLY ,STATE ASSEMBLY,61,2020.0
CA,MELISSA A. MELENDEZ,MELISSA MELENDEZ FOR SENATE ,STATE SENATE,28,2020.0
CA,DAVE MIN,DAVE MIN FOR STATE SENATE ,STATE SENATE,37,2020.0
CA,S. MONIQUE LIMÓN,LIMON FOR SENATE ,STATE SENATE,19,2020.0
CA,KEVIN MULLIN,KEVIN MULLIN FOR ASSEMBLY ,STATE ASSEMBLY,22,2020.0
CA,AL MURATSUCHI,MURATSUCHI FOR ASSEMBLY ,STATE ASSEMBLY,66,2020.0
CA,ADRIN NAZARIAN,NAZARIAN FOR ASSEMBLY ,STATE ASSEMBLY,46,2020.0
CA,JOSH NEWMAN,LEHMANN FOR STATE SENATE,STATE SENATE,29,2020.0
CA,GAVIN NEWSOM,NEWSOM FOR CALIFORNIA GOVERNOR ,GOVERNOR,,2018.0
CA,JANET NGUYEN,JANET NGUYEN FOR ASSEMBLY ,STATE ASSEMBLY,72,2020.0
CA,JAMES WILEY NIELSEN,TAXPAYERS FOR JIM NIELSEN - SENATE ,STATE SENATE,4,2018.0
CA,ROSILICIE OCHOA BOGH,ROSILICIE OCHOA BOGH FOR SENATE ,STATE SENATE,23,2020.0
CA,PATRICK O'DONNELL,O'DONNELL FOR ASSEMBLY ,STATE ASSEMBLY,70,2020.0
CA,RICHARD PAN,DR. RICHARD PAN FOR ASSEMBLY ,STATE SENATE,6,2018.0
CA,JIM PATTERSON,PATTERSON FOR ASSEMBLY ,STATE ASSEMBLY,23,2020.0
CA,COTTIE PETRIE-NORRIS,COTTIE PETRIE-NORRIS FOR ASSEMBLY ,STATE ASSEMBLY,74,2020.0
CA,ANTHONY J. PORTANTINO,ANTHONY PORTANTINO FOR ASSEMBLY ,STATE SENATE,25,2020.0
CA,BILL QUIRK,BILL QUIRK FOR ASSEMBLY ,STATE ASSEMBLY,20,2020.0
CA,SHARON QUIRK-SILVA,SHARON QUIRK-SILVA FOR ASSEMBLY ,STATE ASSEMBLY,65,2020.0
CA,JAMES C. RAMOS,RE-ELECT JAMES RAMOS FOR ASSEMBLY ,STATE ASSEMBLY,40,2020.0
CA,ANTHONY RENDON,RENDON FOR ASSEMBLY ,STATE ASSEMBLY,63,2020.0
CA,ELOISE GOMEZ REYES,ELOISE REYES FOR ASSEMBLY ,STATE ASSEMBLY,47,2020.0
CA,ROBERT RIVAS,ROBERT RIVAS FOR ASSEMBLY ,STATE ASSEMBLY,30,2020.0
CA,LUZ MARIA RIVAS,LUZ RIVAS FOR ASSEMBLY ,STATE ASSEMBLY,39,2020.0
CA,FREDDIE RODRIGUEZ,RODRIGUEZ FOR ASSEMBLY,STATE ASSEMBLY,52,2020.0
CA,RICHARD D. ROTH,"MAJOR GENERAL RICHARD D. ROTH, USAF (RET.) FOR SENATE ",STATE SENATE,31,2020.0
CA,SUSAN RUBIO,SUSAN RUBIO FOR SENATE ,STATE SENATE,22,2018.0
CA,BLANCA E. RUBIO,BLANCA RUBIO FOR ASSEMBLY ,STATE ASSEMBLY,48,2020.0
CA,RUDY SALAS,RUDY SALAS FOR ASSEMBLY ,STATE ASSEMBLY,32,2020.0
CA,MIGUEL SANTIAGO,MIGUEL SANTIAGO FOR ASSEMBLY ,STATE ASSEMBLY,53,2020.0
CA,KELLY SEYARTO,SEYARTO FOR ASSEMBLY ,STATE ASSEMBLY,67,2020.0
CA,NANCY SKINNER,NANCY SKINNER FOR ASSEMBLY,STATE SENATE,9,2020.0
CA,THURSTON SMITH,THURSTON SMITTY SMITH FOR ASSEMBLY ,STATE ASSEMBLY,33,2020.0
CA,HENRY STERN,STERN FOR SENATE ,STATE SENATE,27,2020.0
CA,MARK W. STONE,FRIENDS OF MARK STONE ,STATE ASSEMBLY,29,2020.0
CA,PHILIP TING,PHIL TING FOR ASSEMBLY ,STATE ASSEMBLY,19,2020.0
CA,THOMAS UMBERG,TOM UMBERG FOR SENATE ,STATE SENATE,34,2018.0
CA,SUZETTE MARTINEZ VALLADARES,NOT FOUND,STATE ASSEMBLY,38,2020.0
CA,CARLOS VILLAPUDUA,NOT FOUND,STATE ASSEMBLY,13,2020.0
CA,RANDY VOEPEL,VOEPEL FOR ASSEMBLY ,STATE ASSEMBLY,71,2020.0
CA,MARIE WALDRON,WALDRON FOR STATE ASSEMBLY,STATE ASSEMBLY,75,2020.0
CA,CHRIS WARD,CHRIS WARD FOR ASSEMBLY ,STATE ASSEMBLY,78,2020.0
CA,AKILAH WEBER,WEBER FOR ASSEMBLY ,STATE ASSEMBLY,79,2021.0
CA,BUFFY WICKS,NOT FOUND,STATE ASSEMBLY,15,2020.0
CA,ROBERT A. WIECKOWSKI,RE-ELECT SENATOR WIECKOWSKI FOR SENATE ,STATE SENATE,10,2018.0
CA,SCOTT WIENER,RE-ELECT SCOTT WIENER FOR STATE SENATE ,STATE SENATE,11,2020.0
CA,SCOTT THOMAS WILK,WILK FOR SENATE ,STATE SENATE,21,2020.0
CA,JIM WOOD,JIM WOOD FOR ASSEMBLY ,STATE ASSEMBLY,2,2020.0
CO,JUDY AMABILE,JUDITH AMABILE-ELECT JUDY AMABIL,STATE HOUSE,13,2020.0
CO,JENNIFER BACON,JENNIFER BACON-BACON FOR COLORADO,STATE HOUSE,7,2020.0
CO,MARK A. BAISLEY,MARK ALLAN BAISLEY-MARK BAISLEY FOR COLORADO,STATE HOUSE,39,2020.0
CO,ADRIENNE BENAVIDEZ,ADRIENNE BENAVIDEZ-COMMUNITY FOR BENAVIDEZ,STATE HOUSE,32,2020.0
CO,TRACEY BERNETT,TRACEY BERNETT-TRACEY BERNETT FOR COLORADO,STATE HOUSE,12,2020.0
CO,SHANNON BIRD,SHANNON BIRD-BIRD FOR COLORADO,STATE HOUSE,35,2020.0
CO,ROD BOCKENFELD,"RODNEY J BOCKENFELD-BOCKENFELD, ROD CITIZENS TO ELECT",STATE HOUSE,56,2020.0
CO,ANDREW BOESENECKER,NOT FOUND,STATE HOUSE,53,
CO,MARY BRADFIELD,MARY BRADFIELD-COMMITTEE TO ELECT MARY BRADFIELD,STATE HOUSE,21,2020.0
CO,JEFF BRIDGES,JEFF BRIDGES-BRIDGES FOR COLORADO,STATE SENATE,26,2020.0
CO,JANET P. BUCKNER,JANET P BUCKNER-JANET BUCKNER FOR COLORADO,STATE SENATE,28,2020.0
CO,YADIRA CARAVEO,YADIRA CARAVEO-CARAVEO FOR COLORADO,STATE HOUSE,31,2020.0
CO,TERRI CARVER,TERRI CARVER-CITIZENS TO ELECT TERRI CARVER,STATE HOUSE,20,2020.0
CO,MARC CATLIN,MARC CATLIN-CATLIN FOR COLORADO,STATE HOUSE,58,2020.0
CO,JAMES RASHAD COLEMAN,JAMES RASHAD COLEMAN-COMMITTEE TO ELECT JAMES COLEMAN,STATE SENATE,33,2020.0
CO,JOHN B. COOKE,JOHN B COOKE III-COMMITTEE TO ELECT COOKE FOR COLORADO SD13,STATE SENATE,13,2018.0
CO,DON CORAM,DON CORAM-VOTECORAM.COM,STATE SENATE,6,2018.0
CO,LISA A. CUTTER,LISA ANN CUTTER-CUTTER FOR COLORADO,STATE HOUSE,25,2020.0
CO,JESSIE DANIELSON,JESSIE DANIELSON-JESSIE DANIELSON FOR COLORADO,STATE SENATE,20,2018.0
CO,LINDSEY N. DAUGHERTY,LINDSEY DAUGHERTY-LINDSEY FOR COLORADO,STATE HOUSE,29,2020.0
CO,KERRY DONOVAN,KERRY DONOVAN-DONOVAN FOR STATE SENATE,STATE SENATE,5,2018.0
CO,MONICA DURAN,MONICA DURAN-MONICA DURAN FOR STATE REP.,STATE HOUSE,24,2020.0
CO,DANEYA LEIGH ESGAR,DANEYA LEIGH ESGAR-COMMITTEE TO ELECT DANEYA ESGAR,STATE HOUSE,46,2020.0
CO,THOMAS EXUM,THOMAS EARL EXUM SR-ELECT THOMAS TONY EXUM,STATE HOUSE,17,2020.0
CO,STEPHEN FENBERG,STEPHEN FENBERG-FENBERG FOR SENATE,STATE SENATE,18,2020.0
CO,RHONDA FIELDS,RHONDA FIELDS-RHONDA FIELDS FOR COLORADO,STATE SENATE,29,2020.0
CO,MEG FROELICH,MEG MULDER FROELICH-FROELICH FOR COLORADO,STATE HOUSE,3,2020.0
CO,LEROY M. GARCIA,LEROY GARCIA JR.-COMMITTEE TO ELECT LEROY GARCIA,STATE SENATE,3,2018.0
CO,BOB GARDNER,ROBERT GARDNER-COMMITTEE TO ELECT BOB GARDNER,STATE SENATE,12,2020.0
CO,ALEC GARNETT,ALEC GARNETT-GARNETT FOR COLORADO,STATE HOUSE,2,2020.0
CO,TIM GEITNER,TIM GEITNER-COMMITTEE TO ELECT TIM GEITNER,STATE HOUSE,19,2020.0
CO,JOANN GINAL,JOANN GINAL-JOANN GINAL FOR COLORADO,STATE SENATE,14,2020.0
CO,JULIE GONZALES,JULIA C GONZALES-JULIE FOR COLORADO,STATE SENATE,34,2018.0
CO,SERENA GONZALES-GUTIERREZ,SERENA GONZALES-GUTIERREZ-SERENA FOR COLORADO,STATE HOUSE,4,2020.0
CO,MATT GRAY,MATT GRAY-GRAY FOR COLORADO,STATE HOUSE,33,2020.0
CO,RON HANKS,RON HANKS-COMMITTEE TO ELECT RON HANKS TO HD60,STATE HOUSE,60,2020.0
CO,CHRIS HANSEN,CHRIS HANSEN-HANSEN FOR COLORADO,STATE SENATE,31,2020.0
CO,LESLIE HEROD,LESLIE HEROD-LESLIE HEROD FOR COLORADO,STATE HOUSE,8,2020.0
CO,DENNIS HISEY,DENNIS CHARLES HISEY-ELECT DENNIS HISEY,STATE SENATE,2,2018.0
CO,CHRIS HOLBERT,CHRIS HOLBERT-CHRIS HOLBERT FOR SENATE,STATE SENATE,30,2018.0
CO,RICHARD HOLTORF,RICHARD M ALONSO HOLTORF-HOLTORF FOR COLORADO,STATE HOUSE,64,2020.0
CO,EDIE HOOTON,EDIE HOOTON-EDIE HOOTON FOR STATE HOUSE,STATE HOUSE,10,2020.0
CO,DOMINIQUE JACKSON,DOMINIQUE JACKSON-DOMINIQUE JACKSON FOR COLORADO HOUSE,STATE HOUSE,42,2020.0
CO,IMAN JODEH,IMAN JODEH-IMAN FOR COLORADO,STATE HOUSE,41,2020.0
CO,CHRIS KENNEDY,CHRIS KENNEDY-CHRIS KENNEDY FOR C0LORADO,STATE HOUSE,23,2020.0
CO,CATHY KIPP,CATHY KIPP-CATHY KIPP FOR COLORADO,STATE HOUSE,52,2020.0
CO,BARBARA J. KIRKMEYER,BARBARA J. KIRKMEYER-COMMITTEE TO RE-ELECT BARBARA KIRKMEYER,STATE SENATE,23,2020.0
CO,CHRISTOPHER KOLKER,CHRIS KOLKER-KOLKER FOR COLORADO,STATE SENATE,27,2020.0
CO,COLIN LARSON,COLIN LARSON-COLIN FOR COLORADO,STATE HOUSE,22,2020.0
CO,SANFORD E. LEE,SANFORD E. PETE LEE-COMMITTEE TO ELECT PETE LEE,STATE SENATE,11,2018.0
CO,SONYA JAQUEZ LEWIS,SONYA JAQUEZ LEWIS-SONYA FOR COLORADO,STATE SENATE,17,2020.0
CO,LARRY G. LISTON,LARRY G. LISTON-FRIENDS OF LARRY LISTON FOR SENATE,STATE SENATE,10,2020.0
CO,SUSAN LONTINE,SUSAN LONTINE-PEOPLE FOR SUSAN LONTINE,STATE HOUSE,1,2020.0
CO,STEPHANIE LUCK,STEPHANIE LUCK-CITIZENS FOR LUCK,STATE HOUSE,47,2020.0
CO,PAUL LUNDEEN,PAUL LUNDEEN-ELECT PAUL LUNDEEN,STATE SENATE,9,2018.0
CO,MICHAEL LYNCH,MICHAEL SPENCER LYNCH-LYNCH FOR COLORADO,STATE HOUSE,49,2020.0
CO,JULIE MCCLUSKIE,JULIE LYNN MCCLUSKIE-MCCLUSKIE FOR COLORADO,STATE HOUSE,61,2020.0
CO,KAREN MCCORMICK,KAREN ANN MCCORMICK-KAREN FOR CO,STATE HOUSE,11,2020.0
CO,HUGH MCKEAN,HUGH MCKEAN-COMMITTEE TO ELECT HUGH MCKEAN,STATE HOUSE,51,2020.0
CO,BARBARA HALL MCLACHLAN,BARBARA MCLACHLAN-COMMITTEE TO ELECT BARBARA MCLACHLAN,STATE HOUSE,59,2020.0
CO,DAFNA MICHAELSON JENET,DAFNA MICHAELSON JENET-DAFNA MICHAELSON JENET FOR COLORADO HD30,STATE HOUSE,30,2020.0
CO,DOMINICK MORENO,DOMINICK ANSELMO MORENO-FRIENDS OF DOMINICK MORENO,STATE SENATE,21,2020.0
CO,KYLE MULLICA,KYLE MULLICA-KYLE MULLICA FOR HD 34,STATE HOUSE,34,2020.0
CO,PATRICK NEVILLE,PATRICK NEVILLE-PATRICK FOR COLORADO,STATE HOUSE,45,2020.0
CO,DAVID ORTIZ,DAVID DANIEL ORTIZ-ORTIZ FOR COLORADO,STATE HOUSE,38,2020.0
CO,ROD PELTON,RODNEY PELTON-COMMITTEE TO ELECT ROD PELTON,STATE HOUSE,65,2020.0
CO,BRITTANY PETTERSEN,BRITTANY PETTERSEN-BRITTANY PETTERSEN FOR COLORADO,STATE SENATE,22,2018.0
CO,ANDRES G. PICO,ANDRES GIRARD PICO-PICO4COLORADO16,STATE HOUSE,16,2020.0
CO,JARED S. POLIS,JARED S. POLIS-POLIS FOR COLORADO,GOVERNOR,,2018.0
CO,DIANNE I. PRIMAVERA,NOT FOUND,LIEUTENANT GOVERNOR,,2018.0
CO,KEVIN PRIOLA,KEVIN PRIOLA-FRIENDS OF KEVIN PRIOLA,STATE SENATE,25,2020.0
CO,ROBERT E. RANKIN,ROBERT E. RANKIN-FRIENDS OF BOB RANKIN,STATE SENATE,8,2020.0
CO,KIM RANSOM,KIM RANSOM-COMMITTEE TO ELECT KIM RANSOM,STATE HOUSE,44,2020.0
CO,JANICE RICH,JANICE RICH-CITIZENS TO RE-ELECT JANICE RICH,STATE HOUSE,55,2020.0
CO,NAQUETTA RICKS,NAQUETTA O RICKS-RICKS FOR COLORADO,STATE HOUSE,40,2020.0
CO,DYLAN ROBERTS,DYLAN O ROBERTS-DYLAN ROBERTS FOR COLORADO,STATE HOUSE,26,2020.0
CO,ROBERT RODRIGUEZ,ROBERT RODRIGUEZ-RODRIGUEZ FOR COLORADO,STATE SENATE,32,2018.0
CO,SHANE SANDRIDGE,SHANE SANDRIDGE-COMMITTEE TO ELECT SHANE SANDRIDGE,STATE HOUSE,14,2020.0
CO,RAY SCOTT,RAY SCOTT-ELECT RAY SCOTT MESA COUNTY COMMISSIONER DISTRICT 1,STATE SENATE,7,2018.0
CO,CLEAVE SIMPSON,CLEAVE ALAN SIMPSON JR.-COMMITTEE TO ELECT CLEAVE SIMPSON,STATE SENATE,35,2020.0
CO,EMILY LIPP SIROTA,EMILY LIPP SIROTA-EMILY SIROTA FOR COLORADO,STATE HOUSE,9,2020.0
CO,JIM SMALLWOOD,JAMES CALLAWAY SMALLWOOD JR.-COMMITTEE TO ELECT JIM SMALLWOOD,STATE SENATE,4,2020.0
CO,MARC A. SNYDER,MARC ALAN SNYDER-COMMITTEE TO ELECT MARC SNYDER,STATE HOUSE,18,2020.0
CO,JERRY SONNENBERG,JERRY SONNENBERG-COMMITTEE TO ELECT JERRY SONNENBERG,STATE SENATE,1,2018.0
CO,MATT SOPER,MATT SOPER-COMMITTEE TO ELECT MATT SOPER,STATE HOUSE,54,2020.0
CO,TAMMY STORY,TAMMY STORY-STORY FOR COLORADO SENATE,STATE SENATE,16,2018.0
CO,TOM SULLIVAN,TOM SULLIVAN-SULLIVAN FOR COLORADO,STATE HOUSE,37,2020.0
CO,KERRY TIPPER,KERRY TIPPER-KERRY TIPPER FOR HOUSE DISTRICT 28,STATE HOUSE,28,2020.0
CO,BRIANNA TITONE,BRIANNA CATERINA TITONE-BRIANNA FOR COLORADO,STATE HOUSE,27,2020.0
CO,DONALD E. VALDEZ,DONALD E VALDEZ-DONALD VALDEZ,STATE HOUSE,62,2020.0
CO,ALEX VALDEZ,ALEX VALDEZ-VALDEZ FOR COLORADO,STATE HOUSE,5,2020.0
CO,TONYA VAN BEBER,TONYA VAN BEBER-VAN BEBER FOR STATE HOUSE,STATE HOUSE,48,2020.0
CO,KEVIN VAN WINKLE,KEVIN VAN WINKLE-KEVIN VAN WINKLE FOR COLORADO,STATE HOUSE,43,2020.0
CO,MIKE WEISSMAN,MIKE WEISSMAN-FRIENDS OF MIKE WEISSMAN,STATE HOUSE,36,2020.0
CO,PERRY WILL,PERRY WILL-PERRY WILL FOR HD 57,STATE HOUSE,57,2020.0
CO,DAVE WILLIAMS,DAVE WILLIAMS-DAVE WILLIAMS FOR COLORADO,STATE HOUSE,15,2020.0
CO,FAITH WINTER,FAITH KJERSTEINA WINTER-FAITH FOR SD 24,STATE SENATE,24,2018.0
CO,STEVEN WOODROW,STEVEN L WOODROW-WOODROW FOR CO,STATE HOUSE,6,2020.0
CO,ROB WOODWARD,ROB WOODWARD-WOODWARD FOR COLORADO,STATE SENATE,15,2018.0
CO,DAN WOOG,DAN WOOG-WOOG FOR WELD HOUSE DISTRICT 63,STATE HOUSE,63,2020.0
CO,MARY YOUNG,MARY M YOUNG-MARY YOUNG FOR COLORADO,STATE HOUSE,50,2020.0
CO,RACHEL ZENZINGER,RACHEL ZENZINGER-RACHEL FOR COLORADO,STATE SENATE,19,2020.0
CT,CATHERINE F. ABERCROMBIE,ABERCROMBIE FOR STATE REP.,STATE HOUSE,83,2020.0
CT,MARY DAUGHERTY ABRAMS,ABRAMS FOR STATE SENATE,STATE SENATE,13,2020.0
CT,TIMOTHY J. ACKERT,ACKERT FOR THE 8TH,STATE HOUSE,8,2020.0
CT,RAGHIB ALLIE-BRENNAN,RAGHIB ,STATE HOUSE,2,2020.0
CT,MARK ANDERSON,MARK4CT,STATE HOUSE,62,2020.0
CT,SAUD ANWAR,SAUD ANWAR FOR STATE SENATE,STATE SENATE,3,2020.0
CT,DAVID ARCONTI,ARCONTI ,STATE HOUSE,109,2020.0
CT,THOMAS ARNONE,ARNONE FOR ENFIELD,STATE HOUSE,58,2020.0
CT,HARRY ARORA,HARRY ARORA ,STATE HOUSE,151,2020.0
CT,ANDRE F. BAKER,ANDRE BAKER FOR STATE REPRESENTATIVE,STATE HOUSE,124,2020.0
CT,JILL BARRY,BARRY ,STATE HOUSE,31,2020.0
CT,AMY MORRIN BELLO,AMY FOR STATE REP,STATE HOUSE,28,2020.0
CT,AIMEE BERGER-GIRVALO,AIMEE4RIDGEFIELD,STATE HOUSE,111,2020.0
CT,ERIC C. BERTHEL,ERIC BERTHEL FOR SENATE,STATE SENATE,32,2020.0
CT,WHIT BETTS,BETTS FOR STATE REP,STATE HOUSE,78,2020.0
CT,MATT BLUMENTHAL,MATT BLUMENTHAL FOR STATE REPRESENTATIVE,STATE HOUSE,147,2020.0
CT,MITCH BOLINSKY,MITCH FOR NEWTOWN,STATE HOUSE,106,2020.0
CT,DORINDA BORER,FRIENDS OF DORINDA,STATE HOUSE,115,2020.0
CT,PATRICK BOYD,BOYD 20,STATE HOUSE,50,2020.0
CT,DENNIS BRADLEY,ATTORNEY DENNIS BRADLEY FOR STATE SENATE,STATE SENATE,23,2020.0
CT,WILLIAM BUCKBEE,BUCKBEE ,STATE HOUSE,67,2020.0
CT,LARRY B. BUTLER,BUTLER ,STATE HOUSE,72,2020.0
CT,SUSAN BYSIEWICZ,SUSAN FOR CT,LIEUTENANT GOVERNOR,,2018.0
CT,JORGE CABRERA,CABRERA FOR STATE SENATE,STATE SENATE,17,2020.0
CT,PAT CALLAHAN,NOT FOUND,STATE HOUSE,108,2020.0
CT,JUAN R. CANDELARIA,CANDELARIA ,STATE HOUSE,95,2020.0
CT,VINCENT J. CANDELORA,CANDELORA FOR STATE REP.,STATE HOUSE,86,2020.0
CT,DEVIN R. CARNEY,CARNEY ,STATE HOUSE,23,2020.0
CT,CHRISTIE CARPINO,CARPINO ,STATE HOUSE,32,2020.0
CT,JAY M. CASE,CASE FOR STATE REP,STATE HOUSE,63,2020.0
CT,STEVE CASSANO,CASSANO 4 SENATE,STATE SENATE,4,2020.0
CT,BRANDON CHAFEE,CHAFEE ,STATE HOUSE,33,2020.0
CT,DANIEL A. CHAMPAGNE,CHAMPAGNE FOR THE 35TH,STATE SENATE,35,2020.0
CT,HOLLY H. CHEESEMAN,CHEESEMAN FOR THE 37TH,STATE HOUSE,37,2020.0
CT,PAUL CICARELLA,PAUL FOR STATE REP,STATE SENATE,34,2020.0
CT,CHRISTINE COHEN,CHRISTINE COHEN ,STATE SENATE,12,2020.0
CT,ROBIN COMEY,FRIENDS OF ROBIN COMEY,STATE HOUSE,102,2020.0
CT,JULIO A. CONCEPCION,CONCEPCION FOR HARTFORD,STATE HOUSE,4,2020.0
CT,CHRISTINE CONLEY,CHRISTINE CONLEY ,STATE HOUSE,40,2020.0
CT,MICHELLE L. COOK,COOK ,STATE HOUSE,65,2020.0
CT,JEFFREY CURREY,CURREY ,STATE HOUSE,11,2020.0
CT,MICHAEL C. D'AGOSTINO,DAGOSTINO ,STATE HOUSE,91,2020.0
CT,ANTHONY J. D'AMELIO,DAMELIO ,STATE HOUSE,71,2020.0
CT,LUCY DATHAN,LUCY,STATE HOUSE,142,2020.0
CT,ANNE DAUPHINAIS,ELECT DAUPHINAIS,STATE HOUSE,44,2020.0
CT,JOSEPH DE LA CRUZ,JOE DE LA CRUZ ,STATE HOUSE,41,2020.0
CT,TOM DELNICKI,DELNICKI FOR SOUTH WINDSOR,STATE HOUSE,14,2020.0
CT,MIKE DEMICCO,RE-ELECT DEMICCO,STATE HOUSE,21,2020.0
CT,LAURA DEVLIN,LAURA DEVLIN FOR STATE REPRESENTATIVE,STATE HOUSE,134,2020.0
CT,MICHAEL DIGIOVANCARLO,DIGI FOR THE 74TH,STATE HOUSE,74,2020.0
CT,PATRICIA A. DILLON,FRIENDS OF PAT DILLON,STATE HOUSE,92,2020.0
CT,MICHAEL DIMASSA,FRIENDS OF MICHAEL DIMASSA,STATE HOUSE,116,2020.0
CT,JASON E. DOUCETTE,DOUCETTE ,STATE HOUSE,13,2020.0
CT,DOUG DUBITSKY,DOUG FOR CT,STATE HOUSE,47,2020.0
CT,BOB DUFF,FRIENDS OF BOB DUFF,STATE SENATE,25,2020.0
CT,JOSHUA ELLIOTT,JOSH FOR STATE REPRESENTATIVE,STATE HOUSE,88,2020.0
CT,TAMMY EXUM,EXUM,STATE HOUSE,19,2020.0
CT,KATE FARRAR,KATE FOR CT,STATE HOUSE,20,2020.0
CT,ANTONIO D. FELIPE,FELIPE ,STATE HOUSE,130,2020.0
CT,CHARLES J. FERRARO,RE-ELECT FERRARO ,STATE HOUSE,117,2020.0
CT,KIMBERLY FIORELLO,KIMBERLYFOR149,STATE HOUSE,149,2020.0
CT,CRAIG CHARLES FISHBEIN,FISHBEIN FOR CONNECTICUT,STATE HOUSE,90,2020.0
CT,MAE M. FLEXER,ELECT MAE FLEXER,STATE SENATE,29,2020.0
CT,JOHN W. FONFARA,FONFARA ,STATE SENATE,1,2020.0
CT,PAUL M. FORMICA,FORMICA FOR SENATE,STATE SENATE,20,2020.0
CT,JAIME FOSTER,FOSTER FOR FIFTY-SEVENTH,STATE HOUSE,57,2020.0
CT,DANIEL J. FOX,DAN FOX FOR STATE REP,STATE HOUSE,148,2020.0
CT,MIKE FRANCE,MIKE FRANCE ,STATE HOUSE,42,2020.0
CT,JOHN FUSCO,JOHN FUSCO FOR STATE REP,STATE HOUSE,81,2020.0
CT,JANE M. GARIBAY,JANE GARIBAY FOR HOUSE,STATE HOUSE,60,2020.0
CT,HENRY J. GENGA,GENGA,STATE HOUSE,10,2020.0
CT,BOBBY GIBSON,RE-ELECT BOBBY GIBSON ,STATE HOUSE,15,2020.0
CT,JILLIAN GILCHREST,GILCHREST ,STATE HOUSE,18,2020.0
CT,ROBERT GODFREY,GODFREY ,STATE HOUSE,110,2020.0
CT,MINNIE GONZALEZ,COMMITTEE TO RE-ELECT MINNIE GONZALEZ,STATE HOUSE,3,2020.0
CT,CHRISTINE GOUPIL,CHRISTINE GOUPIL ,STATE HOUSE,35,2020.0
CT,ROBIN GREEN,NOT FOUND,STATE HOUSE,55,2020.0
CT,JOSEPH P. GRESKO,GRESKO ,STATE HOUSE,121,2020.0
CT,KENNETH M. GUCKER,GUCKER,STATE HOUSE,138,2020.0
CT,GREGORY HADDAD,HADDAD ,STATE HOUSE,54,2020.0
CT,IRENE HAINES,RE-ELECT HAINES ,STATE HOUSE,34,2020.0
CT,CAROL A. HALL,RE ELECT CAROL HALL 59TH,STATE HOUSE,59,2020.0
CT,JOSHUA M. HALL,JOSHUA HALL ,STATE HOUSE,7,2020.0
CT,JOHN KENNEDY HAMPTON,HAMPTON ,STATE HOUSE,16,2020.0
CT,STEPHEN G. HARDING,HARDING ,STATE HOUSE,107,2020.0
CT,CINDY HARRISON,HARRISON FOR THE 69TH,STATE HOUSE,69,2020.0
CT,JOAN V. HARTLEY,HARTLEY ,STATE SENATE,15,2020.0
CT,WILL HASKELL,WILL HASKELL FOR CT,STATE SENATE,26,2020.0
CT,RICKY HAYES,ELECT RICK HAYES,STATE HOUSE,51,2020.0
CT,JOHN F. HENNESSY,HENRY FOR STATE REP,STATE HOUSE,127,2020.0
CT,MARIA HORN,MARIA HORN FOR 64,STATE HOUSE,64,2020.0
CT,GREG HOWARD,GREG HOWARD FOR STATE REPRESENTATIVE,STATE HOUSE,43,2020.0
CT,ANNE HUGHES,ANNE HUGHES PROACTIVE CT,STATE HOUSE,135,2020.0
CT,TONY HWANG,TONY HWANG FOR CONNECTICUT,STATE SENATE,28,2020.0
CT,SUSAN JOHNSON,ELECT SUSAN JOHNSON ,STATE HOUSE,49,2020.0
CT,ALEXANDRA KASSER,ALEXANDRA BERGSTEIN,STATE SENATE,36,2020.0
CT,ELENI KAVROS DEGRAW,DAGMARA FOR STATE SENATE,STATE HOUSE,17,2020.0
CT,KEVIN C. KELLY,SEAN KELLY FOR STATE SENATE,STATE SENATE,21,2020.0
CT,KATHY KENNEDY,KENNEDY ,STATE HOUSE,119,2020.0
CT,JOHN A. KISSEL,COMMITTEE TO REELECT SENATOR JOHN A. KISSEL,STATE SENATE,7,2020.0
CT,NICOLE KLARIDES-DITRIA,NOT FOUND,STATE HOUSE,105,2020.0
CT,JULIE KUSHNER,JULIE 2,STATE SENATE,24,2020.0
CT,DAVID K. LABRIOLA,LABRIOLA ,STATE HOUSE,131,2020.0
CT,NED LAMONT,NED FOR CT,GOVERNOR,,2018.0
CT,BRIAN LANOUE,LANOUE FOR THE 45TH,STATE HOUSE,45,2020.0
CT,JENNIFER LEEPER,JENNIFER LEEPER ,STATE HOUSE,132,2020.0
CT,ROLAND J. LEMAR,LEMAR,STATE HOUSE,96,2020.0
CT,MATTHEW L. LESSER,MATT LESSER ,STATE SENATE,9,2020.0
CT,ELIZABETH LINEHAN,LINEHAN,STATE HOUSE,103,2020.0
CT,MARTIN M. LOONEY,MARTIN LOONEY FOR STATE SENATE,STATE SENATE,11,2020.0
CT,RICHARD LOPES,LOPES,STATE SENATE,6,2020.0
